"Date";"Year";"Type";"Country";"Area";"Location";"Injury";"Species";"href formula"
"07-Jun-2015";2015;"Unprovoked";"USA";"Florida";"Lori Wilson Park, Cocoa Beach, Brevard  County";"Lacerations to right calf";"Bull shark, 5'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.07-Vertullo.pdf"
"05-Jun-2015";2015;"Unprovoked";"USA";"Florida";"Fort Lauderdale";"Puncture wound to finger";"small nurse shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.05-FortLauderdale.pdf"
"01-Jun-2015";2015;"Unprovoked";"REUNION";"Le Port";"Folette";"Left forearm bitten";"Bull shark, 2.5 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.01-Chaussalet.pdf"
"29-May-2015";2015;"Unprovoked";"USA";"Florida";"Cocoa Beach, Brevard  County";"Left foot bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.b-Gilpin.pdf"
"29-May-2015";2015;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Minor lacerations to dorsum of right foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.a-Hatfield.pdf"
"25-May-2015";2015;"Unprovoked";"FRENCH POLYNESIA";"Rangiroa";"Avatoru Pass";"Lacerations to right forearm";"1m to 1.2 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.25-Rangiroa.pdf"
"24-May-2015";2015;"Unprovoked";"USA";"Florida";"Cocoa Beach, Brevard  County";"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.24-Wheatro.pdf"
"20-May2015";2015;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"2 puncture wounds to  dorsum of left foot";"5' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.20-Zaccaria.pdf"
"15-May-2015";2015;"Unprovoked";"USA";"South Carolina";"Sullivan's Island";"Laceration to foot ";"6' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.15-Sullivans.pdf"
"09-May-2015";2015;"Unprovoked";"NEW CALEDONIA";"";"Kouare ";"FATAL";"Bull shark, 3.5 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.09-Berthelot.pdf"
"07-May-2015";2015;"Unprovoked";"USA";"Florida";"Cocoa Beach, Brevard  County";"Lacerations to lower left leg, ankle & foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.07-Green.pdf"
"03-May-2015";2015;"Unprovoked";"AUSTRALIA";"New South Wales";"Saltwater Beach";"Injuries to left arm & right hand";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.03-Lucas.pdf"
"02-May-2015";2015;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Port St. John's";"Injuries to leg, left arm & both hands";"White shark, 3.5 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.02-Dasnois.pdf"
"29-Apr-2015";2015;"Unprovoked";"USA";"Hawaii";"Kanahena Cove ";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.29-Cruse.pdf"
"26-Apr-2015";2015;"Unprovoked";"USA";"Florida";"Resident's Beach, Marco Island";"Lacerations to left calf";"3- to 4-foot shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.26-Jessen.pdf"
"25-Apr-2015";2015;"Unprovoked";"AUSTRALIA";"South Australia";"Fishery Bay";"Leg severed at mid-thigh";"White shark, 6 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.25-Blowes.pdf"
"24-Jun-2015";2015;"Unprovoked";"AUSTRALIA";"New South Wales";"Belongil Beach, Byron Bay";"No injury, knocked off ski";"White shark, 3 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.24.c-Vidgens.pdf"
"13-Apr-2015";2015;"Unprovoked";"USA";"Florida";"Florida Keys, Monroe County";"Lacerations to shoulder and left bicep";"Blue shark, 8 to 9 feet";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.13-Rackley.pdf"
"12-Apr-2015";2015;"Unprovoked";"REUNION";"Saint-Gilles-les-Bains";"Cap Homard";"FATAL";"Bull shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.12-Canestri.pdf"
"11-Apr-2015";2015;"Unprovoked";"AUSTRALIA";"New South Wales";"McKenzies Beach";"Ankle injured";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.11-McKenzie-Surfer.pdf"
"03-Apr-2015";2015;"Unprovoked";"USA";"Florida";"3 miles off Jupiter, Palm Beach County";"Injuries to head & torso";"Bull shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.03-Neumann.pdf"
"29-Mar-2015";2015;"Invalid";"ITALY";"Sardinia";"";"FATAL, but shark involvement prior to death unconfirmed";"Shark involvement not cofirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.29-Masala.pdf"
"31-Mar-2015";2015;"Invalid";"BRAZIL";"Pernambuco";"Praia del Chifre, Olinda";"Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite";"No shark involvement";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.31-Mota.pdf"
"26-Mar-2015";2015;"Boating";"SOUTH AFRICA";"Eastern Cape Province";"Yellow Sands Point";"No injury but kayak bitten";"White shark, 4 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.26-VanRensburg.pdf"
"21-Mar-2015";2015;"Unprovoked";"EGYPT";"";"Marsa Alam";"FATAL";"Mako shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.21-Egypt.pdf"
"18-Mar-2015";2015;"Unprovoked";"USA";"Hawaii";"Hapuna Beach";"Lacerations to left forearm. Lacerations to left hand and thigh";"Tiger shark, 8 to 12 feet";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.18-Grasing.pdf"
"16-Mar-2015";2015;"Unprovoked";"FRENCH POLYNESIA";"Bora Bora";"Anau";"Hand bitten";"Blacktip shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.16-Bora-Bora.pdf"
"11-Mar-2015";2015;"Boating";"AUSTRALIA";"New South Wales";"Julian Rocks, Byron Bay";"Bruised in falling overboard as shark bumped boat";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.11-Graham.pdf"
"10-Mar-2015";2015;"Provoked";"MEXICO";"Sinaloa";"Mazlatan";"Right hand bitten by hooked shark PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.10-Mora.pdf"
"07-Mar-2015";2015;"Unprovoked";"FRENCH POLYNESIA";"Central Tuamotu";"Tupapati, Hikueru Atoll";"Thigh bitten";"Blacktip Reef shark ";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.07-18-month.pdf"
"15-Feb-2015";2015;"Boating";"ATLANTIC OCEAN";"";"";"No injury, shark bit rudder";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.15-Avalon.pdf"
"14-Feb-2015";2015;"Unprovoked";"REUNION";"d’Étang-Salé";"Ravine Mula";"FATAL";"Tiger shark, 3.5 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.14-Bishop.pdf "
"09-Feb-2015";2015;"Unprovoked";"AUSTRALIA";"New South Wales";"Shelly Beach";"FATAL";"3.5 to 4 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.09-Nakahara.pdf"
"08-Feb-2015";2015;"Unprovoked";"AUSTRALIA";"New South Wales";"Seven Mile Beach, Byron Bay";"Laceration & puncture wounds to right flank & hip";"2 m to  3 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.08-Reitman.pdf"
"05-Feb-2015";2015;"Unprovoked";"AUSTRALIA";"New South Wales";"Mereweather Beach";"5 minor puncture wounds to lower left leg";"1.8 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.05-McPhee.pdf"
"30-Jan-2015";2015;"Boating";"AUSTRALIA";"Queensland";"Nerang River, Surfer's  Paradise";"No injury, shark's teeth scratched hull";"Bull shark, 1.3 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.20-Carter.pdf"
"27-Jan-2015";2015;"Provoked";"USA";"Hawaii";"Lahaina";"Lacerations to calf by hooked shark PROVOKED INCIDENT";"4' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.27-Pollard.pdf"
"24-Jan-2015";2015;"Unprovoked";"AUSTRALIA";"New South Wales";"Flat Rock";"No injury, surfboard dented";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.24-Murray.pdf"
"23-Jan-2015";2015;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Nahoon Beach";"Foot bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.23-Nel.pdf"
"19-Jan-2015";2015;"Boating";"USA";"Florida";"Off Panama City";"No injury but shark bit trolling motor & rammed boat";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.19.b-Fitzgerald-boat.pdf"
"19-Jan-2015";2015;"Invalid";"AUSTRALIA";"New South Wales";"Wategos Beach, Byon Bay";"Board snapped in two";"Shark involvement not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.19.a-Ellis.pdf"
"17-Jan-2015";2015;"Boating";"AUSTRALIA";"New South Wales";"Off Blacksmith Beach";"Shark bumped boat, no injury to occupants";"5 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.17-Watson-Tinny.pdf"
"16-Jan-2015";2015;"Unprovoked";"AUSTRALIA";"New South Wales";"Mollymook Beach, Bannister Head";"Bitten on hand & wrist";"1.5 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.16-Smith.pdf"
"08-Jan-2015";2015;"Invalid";"USA";"Florida";"";"During his 16-hour swim to shore, he was circled by a shark but it did not injure him";"No shark involvement";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.08-Konrad.pdf"
"06-Jan-2015";2015;"Unprovoked";"BAHAMAS";"Abaco Islands";"Tahiti Beach, Elbow Cay";"Severe bite to right flank";"White shark or oceanic whitetip shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.06-Webb-Martin.pdf"
"03-Jan-2015";2015;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Chintsa East Beach";"Lacerations to lower left leg, puncture wounds to sole of left foot";"Raggedtooth shark, 1.3 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.03-Krafft.pdf"
"01-Jan-2015";2015;"Unprovoked";"USA";"Florida";"Windsor Beach, Indian River County";"Leg bitten";"""A small shark""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.01-Child.pdf"
"29-Dec-2014";2014;"Unprovoked";"AUSTRALIA";"New South Wales";"Bherwerre Beach";"Lacerations to both feet";"2 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/N56702014.12.29.b-Brown.pdf"
"29-Dec-2014";2014;"Unprovoked";"AUSTRALIA";"Western Australia";"Three Stripes near Cheynes Beach";"FATAL";"White shark, 4 to 5 m";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.29.a-Muscat.pdf"
"28-Dec-2014";2014;"Sea Disaster";"GREECE";"";"33 nautical miles off Othonoi Island";"Of 9 bodies recovered, one was bitten by a shark";"Shark involvement prior to death still to be determined";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.28.d-NormanAtlantic.pdf"
"28-Dec-2014";2014;"Invalid";"SOUTH AFRICA";"KwaZulu-Natal";"Durban";"Minor cuts on feet";"Shark involvement not confirmed & highly unlikely";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.28.c-Durban.pdf"
"28-Dec-2014";2014;"Unprovoked";"USA";"California";"Montańa de Oro State Park, San Luis Obispo County ";"Injury to hip/leg";"White shark, 8' to 10'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.28.b-Swanson.pdf"
"28-Dec-2014";2014;"Provoked";"AUSTRALIA";"Victoria";"Paradise Beach";"Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT";"1.5 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.28.a-ParadiseBeach.pdf"
"Reported 23-Dec-2014";2014;"Unprovoked";"JAPAN";"";"";"No injury, shark snagged its teeth in diver's suit";"Goblin shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.23.R-GoblinShark.pdf"
"15-Dec-2014";2014;"Unprovoked";"AUSTRALIA";"Queensland";"Rudder Reef";"FATAL";"Tiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.15-DanielSmith.pdf"
"Reported 03-Dec-2014";2014;"Provoked";"SPAIN";"Granada";"Off Motril";"Glancing bite to wrist from netted shark PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.03.R-Spanish-fisherman.pdf"
"29-Nov-2014";2014;"Unprovoked";"AUSTRALIA";"Western Australia";"Pyramids Beach, Port Bouvard";"Minor injuries to right leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.29-Pearman.pdf"
"20-Nov-2014";2014;"Provoked";"MAURITIUS";"Cargados Carajos Shoals (St. Brandon)";"";"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.20-Mauritius.pdf "
"19-Nov-2014";2014;"Boating";"AUSTRALIA";"Western Australia";"Freo";"Shark chasing fish bumped boat, no injury to occupants";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.19-Freo.pdf "
"Reported 17-Nov-2014";2014;"Boating";"USA";"California";"Franklin Point, San Mateo County";"Shark bumped boat, no injury to occupants";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.17-CA-Fishermen.pdf"
"16-Nov-2014";2014;"Unprovoked";"USA";"Florida";"Indian Harbor Beach, Brevard County";"Laceration to left hand";"2' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.16-IndianHarbor.pdf"
"13-Nov-2014";2014;"Unprovoked";"USA";"Hawaii";"Airplane Beach, Lahina, West Maui";"Laceration to left upper leg";"1.5 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.13-Hawaii.pdf"
"10-Nov-2014";2014;"Unprovoked";"AUSTRALIA";"New South Wales";"Moonee Beach";"Minor injury to lower leg and foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.10-Moonee.pdf"
"08-Nov-2014";2014;"Unprovoked";"USA";"Florida";"Fort Pierce Inlet State Park, St. Lucie County";"Minor injuries to hand & arm ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.08-FortPierce.pdf"
"31-Oct-2014";2014;"Unprovoked";"USA";"Hawaii";"North Kohala, Hawaii County";"Lacerations to fingers";"Tiger shark, 12'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.31-Clark.pdf"
"29-Oct-2014";2014;"Provoked";"AUSTRALIA";"New South Wales";"Wallabi Point";"Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.29-Hunt.pdf"
"22-Oct-2014";2014;"Unprovoked";"USA";"Hawaii";"Kihei, Maui";"No injury, paddleboard bitten";"Tiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.22-Lawrence.pdf"
"20-Oct-2014";2014;"Unprovoked";"USA";"Hawaii";"Kahului, Maui";"No injury, paddleboard bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.20-Maui.pdf"
"19-Oct-2014";2014;"Boating";"USA";"California";"Leadbetter Beach, Santa Barbara County";"No injury to occupant, canoe bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.19-Tara.pdf"
"18-Oct-2014";2014;"Unprovoked";"USA";"Hawaii";"Maalaea, South Maui";"No injury, surfboard bitten";"12' to 14' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.18-Roberson.pdf"
"17-Oct-2014";2014;"Unprovoked";"AUSTRALIA";"New South Wales";"Avoca Beach";"Lacerations to left calf & ankle, puncture wounds to left foot";"1 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.17-Olsson, pdf"
"14-Oct-2014";2014;"Unprovoked";"USA";"South Carolina";"Hilton Head Island, Beaufort County";"Lacerations to left foot";"Bull shark, 3' to 4'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.14-Bandy.pdf"
"12-Oct-2014";2014;"Unprovoked";"USA";"Florida";"Melbourne Beach, Brevard County";"Laceration to right hand/wrist";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.12-Melbourne.pdf"
"11-Oct-2014";2014;"Boating";"AUSTRALIA";"Western Australia";"Castle Rock, north of Dunsborough";"Kayak deflated, no injury to occupants";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.11-Dunsborough.pdf"
"05-Oct-2014";2014;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Foot bitten";"Blacktip shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.05.b-Ross.pdf"
"07-Oct-2014";2014;"Unprovoked";"USA";"Florida";"Cherie Down Park, Brevard County";"Thigh bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.07-CherieDownPark.pdf"
"05-Oct-2014";2014;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Foot bitten";"Blacktip shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.05.a-Mantooth.pdf"
"03-Oct-2014";2014;"Boating";"USA";"California";"Santa Barbara County";"No injury to occupant, shark/s holded  kayak";"White shark, 18' to 20'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.03.b-Kayaks2.pdf"
"03-Oct-2014";2014;"Boating";"USA";"California";"Santa Barbara County";"No injury to occupant, shark/s holded  kayak";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.03.a-Kayaks1.pdf"
"02-Oct-2014";2014;"Unprovoked";"USA";"California";"Walls Beach, Vandenberg AFB, Santa Barbara County";"Lacerations to knee";"8' to 10' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.02.b-Vandenberg.pdf"
"02-Oct-2014";2014;"Unprovoked";"AUSTRALIA";"Western Australia";"Kelpids Beach, Wylie Bay, Esperance";"Left arm & right hand severed, lacerations to both legs";"2 white shark: 13' & 9""8""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.02.a-Pollard.pdf"
"21-Sep-2014";2014;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Minor injury to left foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.21-Lefebvre.pdf"
"Reported 12-Sep-2014";2014;"Unprovoked";"FRENCH POLYNESIA";"Moorea";"Tiahura Lagoon";"Thumb & finger nipped";"Blacktip shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.12.R-Moorea.pdf"
"13-Sep-2014";2014;"Invalid";"USA";"California";"Manresa State Beach, Santa Cruz County";"A hoax, no shark involvement";"No shark involvement";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.13-Browning.pdf"
"09-Sep-2014";2014;"Unprovoked";"AUSTRALIA";"New South Wales";"Clarkes Beach, Byron Bay";"FATAL";"7' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.09-Wilcox.pdf"
"06-Sep-2014";2014;"Unprovoked";"USA";"Alabama";"Katrina Cut, Dauphin Island, Mobile County";"Leg bitten";"Bull shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.06-Robson.pdf"
"03-Sep-2014";2014;"Boating";"USA";"Massachusetts";"Manomet Point, Plymouth, Plymouth County";"No injury, shark bit kayak";"White shark, 12' to 14'";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.03-Plymouthkayakers.pdf"
"02-Sep-2014";2014;"Provoked";"USA";"Florida";"Fletcher Beach, Hutchinson Island, Martin County";"Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT";"3' to 4' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.02-FletcherBeach.pdf"
"Sep-2014";2014;"Unprovoked";"SPAIN";"Catalonia";"Salou";"Lacerations to right hand";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.00-Salou.pdf"
"31-Aug-2014";2014;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Injury to left calf";"Spinner shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.31-Masterson.pdf"
"29-Aug-2014";2014;"Unprovoked";"USA";"Florida";"Ponce Inlet, Volusia County";"Lacerations to shin";"Spinner shark or blacktip shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.29.b-Murphy.pdf"
"29-Aug-2014";2014;"Invalid";"USA";"Florida";"Atlantic Beach, Duval County";"Shark involvement not confirmed";"Shark involvement not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.29.a-AtlanticBeach.pdf"
"28-Aug-2014";2014;"Provoked";"USA";"Maryland";"Assateague National Seashore";"Lacerations to foot by hooked shark PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.28-Vickers.pdf"
"27-Aug-2014";2014;"Unprovoked";"SPAIN";"Alicante";"Benidorm";"Minor lacerations to posterior lower leg";"small shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.27.c-Spain.pdf"
